Institute ID,Name,Rank_2017,Rank_2018,Rank_2019,Rank_2020,Rank_2021,Rank_2022,Rank_2023,Rank_2024,Rank_2025,Score_2017,Score_2018,Score_2019,Score_2020,Score_2021,Score_2022,Score_2023,Score_2024,Score_2025,TLR (100)_2017,TLR (100)_2018,TLR (100)_2019,TLR (100)_2020,TLR (100)_2021,TLR (100)_2022,TLR (100)_2023,TLR (100)_2024,TLR (100)_2025,RPC (100)_2017,RPC (100)_2018,RPC (100)_2019,RPC (100)_2020,RPC (100)_2021,RPC (100)_2022,RPC (100)_2023,RPC (100)_2024,RPC (100)_2025,GO (100)_2017,GO (100)_2018,GO (100)_2019,GO (100)_2020,GO (100)_2021,GO (100)_2022,GO (100)_2023,GO (100)_2024,GO (100)_2025,OI (100)_2017,OI (100)_2018,OI (100)_2019,OI (100)_2020,OI (100)_2021,OI (100)_2022,OI (100)_2023,OI (100)_2024,OI (100)_2025,PERCEPTION (100)_2017,PERCEPTION (100)_2018,PERCEPTION (100)_2019,PERCEPTION (100)_2020,PERCEPTION (100)_2021,PERCEPTION (100)_2022,PERCEPTION (100)_2023,PERCEPTION (100)_2024,PERCEPTION (100)_2025,SS_2018,SS_2019,SS_2021,SS_2022,SS_2023,SS_2024,SS_2025,FSR_2018,FSR_2019,FSR_2021,FSR_2022,FSR_2023,FSR_2024,FSR_2025,FQE_2018,FQE_2019,FQE_2021,FQE_2022,FQE_2023,FQE_2024,FQE_2025,FRU_2018,FRU_2019,FRU_2021,FRU_2022,FRU_2023,FRU_2024,FRU_2025,PU_2018,PU_2019,PU_2021,PU_2022,PU_2023,PU_2024,PU_2025,QP_2018,QP_2019,QP_2021,QP_2022,QP_2023,QP_2024,QP_2025,IPR_2018,IPR_2019,IPR_2021,IPR_2022,IPR_2023,IPR_2024,IPR_2025,FPPP_2018,FPPP_2019,FPPP_2021,FPPP_2022,FPPP_2023,FPPP_2024,FPPP_2025,GPHE_2018,GPHE_2019,GPHE_2021,GPHE_2022,GPHE_2023,GPHE_2024,GPHE_2025,GUE_2018,GUE_2019,GUE_2021,GUE_2022,GUE_2023,GUE_2024,GUE_2025,MS_2018,MS_2019,MS_2021,MS_2022,MS_2023,MS_2024,MS_2025,GPHD_2018,GPHD_2019,GPHD_2021,GPHD_2022,GPHD_2023,GPHD_2024,GPHD_2025,RD_2018,RD_2019,RD_2021,RD_2022,RD_2023,RD_2024,RD_2025,WD_2018,WD_2019,WD_2021,WD_2022,WD_2023,WD_2024,WD_2025,ESCS_2018,ESCS_2019,ESCS_2021,ESCS_2022,ESCS_2023,ESCS_2024,ESCS_2025,PCS_2018,PCS_2019,PCS_2021,PCS_2022,PCS_2023,PCS_2024,PCS_2025,PR_2018,PR_2019,PR_2021,PR_2022,PR_2023,PR_2024,PR_2025
IR-E-C-37065,Kongu Engineering College,57.0,68,99.0,135.0,164.0,118.0,,,,42.43,40.28,35.89,34.45,34.38,38.31,,,,60.47,59.46,58.18,58.13,57.61,58.83,,,,13.96,13.12,8.21,5.76,8.0,14.45,,,,60.8,52.77,48.37,46.86,46.3,51.81,,,,62.39,45.32,45.7,44.25,43.96,43.29,,,,17.04,34.2,17.38,14.79,10.45,16.43,,,,13.5,13.36,12.46,12.12,,,,25.54,25.69,25.15,26.37,,,,10.85,11.63,13.07,13.58,,,,9.57,7.5,6.94,6.76,,,,4.44,3.47,3.06,5.98,,,,8.01,4.57,4.76,7.77,,,,0.5,0.0,0.0,0.5,,,,0.17,0.18,0.18,0.19,,,,28.21,25.05,24.34,27.39,,,,13.87,13.23,12.49,13.99,,,,10.59,9.99,9.15,9.68,,,,11.0,0.1,0.32,0.75,,,,0.17,0.19,18.0,24.0,,,,25.24,24.58,22.69,22.04,,,,0.6491,0.93,1.09,1.01,,,,15.0,20.0,20.0,20.0,,,,34.2,17.38,10.45,16.43,,,
IR-E-C-37089,Sri Ramakrishna Engineering College,,,138.0,142.0,175.0,,,,,,,33.36,33.79,33.96,,,,,,,57.1,54.46,54.46,,,,,,,4.19,5.15,6.83,,,,,,,48.73,53.3,50.09,,,,,,,47.13,46.28,45.1,,,,,,,5.07,6.18,10.45,,,,,,11.83,11.47,,,,,,27.44,25.02,,,,,,11.84,12.05,,,,,,5.98,5.93,,,,,,1.14,1.68,,,,,,0.73,1.9,,,,,,2.0,3.0,,,,,,0.32,0.25,,,,,,22.38,25.2,,,,,,14.44,13.19,,,,,,11.61,11.16,,,,,,0.3,0.55,,,,,,0.46,0.55,,,,,,26.07,24.05,,,,,,0.6,0.5,,,,,,20.0,20.0,,,,,,5.07,10.45,,,,
IR-E-C-41309,Bharati Vidyapeeth Deemed University College of Engineering,,,93.0,,,,,,,,,36.14,,,,,,,,,53.31,,,,,,,,,3.61,,,,,,,,,59.38,,,,,,,,,66.1,,,,,,,,,5.8,,,,,,,,12.5,,,,,,,23.56,,,,,,,10.41,,,,,,,7.14,,,,,,,0.98,,,,,,,1.38,,,,,,,1.0,,,,,,,0.25,,,,,,,30.54,,,,,,,14.11,,,,,,,12.75,,,,,,,1.98,,,,,,,21.05,,,,,,,20.72,,,,,,,4.33,,,,,,,20.0,,,,,,,5.8,,,,,
IR-E-C-41351,Bansilal Ramnath Agarwal Charitable Trust`s Vishwakarama Institute of Technology,,,155.0,,,,,,,,,32.1,,,,,,,,,49.25,,,,,,,,,3.99,,,,,,,,,57.7,,,,,,,,,43.39,,,,,,,,,2.41,,,,,,,,13.0,,,,,,,18.43,,,,,,,8.23,,,,,,,9.59,,,,,,,1.5,,,,,,,1.97,,,,,,,0.0,,,,,,,0.52,,,,,,,29.5,,,,,,,15.0,,,,,,,11.8,,,,,,,1.4,,,,,,,1.58,,,,,,,21.51,,,,,,,0.3,,,,,,,20.0,,,,,,,2.41,,,,,
IR-E-C-41593,COEP Technological University,24.0,45,49.0,50.0,52.0,72.0,73.0,77.0,,52.14,45.9,45.89,46.79,48.12,44.38,46.89,47.89,,70.56,60.44,58.17,61.94,64.83,62.33,65.5,64.95,,24.47,23.96,26.17,21.89,22.39,17.1,22.62,21.48,,70.09,66.29,64.17,67.56,67.83,65.13,66.89,67.24,,69.81,46.51,51.79,51.85,54.17,51.65,51.62,51.61,,26.33,26.74,25.77,29.4,29.57,23.51,19.1,33.51,,12.5,12.5,41.5,11.5,11.5,11.5,,21.42,22.3,27.23,24.91,26.88,23.09,,11.04,11.43,12.12,12.69,13.35,11.55,,15.48,12.23,12.99,13.23,13.77,18.82,,12.98,14.25,9.23,7.01,84.12,9.25,,8.98,28.96,7.35,6.26,7.1,7.65,,0.5,1.5,4.0,2.0,5.0,2.0,,1.51,1.46,1.81,1.84,2.4,2.59,,33.5,31.5,36.19,33.79,35.25,35.21,,15.0,15.0,15.0,15.0,15.0,15.0,,14.98,16.19,15.65,15.11,14.9,14.6,,2.81,1.49,0.99,1.23,1.73,2.42,,3.55,3.15,4.2,2.32,2.13,2.48,,23.84,24.19,24.2,23.89,23.99,23.84,,4.141,0.9445,5.77,5.44,5.5,5.29,,15.0,20.0,20.0,20.0,20.0,20.0,,26.74,25.77,29.57,23.51,19.1,33.51,
IR-E-C-41593,COEP Technological University,24.0,65,49.0,50.0,52.0,72.0,73.0,77.0,,52.14,40.88,45.89,46.79,48.12,44.38,46.89,47.89,,70.56,64.07,58.17,61.94,64.83,62.33,65.5,64.95,,24.47,6.9,26.17,21.89,22.39,17.1,22.62,21.48,,70.09,68.03,64.17,67.56,67.83,65.13,66.89,67.24,,69.81,55.18,51.79,51.85,54.17,51.65,51.62,51.61,,26.33,4.56,25.77,29.4,29.57,23.51,19.1,33.51,,11.93,12.5,41.5,11.5,11.5,11.5,,24.53,22.3,27.23,24.91,26.88,23.09,,15.46,11.43,12.12,12.69,13.35,11.55,,12.14,12.23,12.99,13.23,13.77,18.82,,1.98,14.25,9.23,7.01,84.12,9.25,,2.83,28.96,7.35,6.26,7.1,7.65,,0.5,1.5,4.0,2.0,5.0,2.0,,1.59,1.46,1.81,1.84,2.4,2.59,,36.85,31.5,36.19,33.79,35.25,35.21,,15.0,15.0,15.0,15.0,15.0,15.0,,11.83,16.19,15.65,15.11,14.9,14.6,,4.35,1.49,0.99,1.23,1.73,2.42,,3.11,3.15,4.2,2.32,2.13,2.48,,27.94,24.19,24.2,23.89,23.99,23.84,,4.14,0.9445,5.77,5.44,5.5,5.29,,20.0,20.0,20.0,20.0,20.0,20.0,,4.56,25.77,29.57,23.51,19.1,33.51,
IR-E-C-42054,Army Institute of Technology,77.0,88,91.0,109.0,139.0,172.0,,,,38.7,36.71,36.39,36.85,35.89,35.38,,,,54.85,54.67,53.18,54.68,53.37,51.14,,,,1.05,2.33,2.46,2.33,1.08,2.36,,,,67.36,64.84,64.86,64.18,64.93,64.88,,,,76.35,60.38,58.4,62.39,58.2,57.86,,,,8.24,5.97,8.92,6.65,7.45,5.6,,,,7.42,7.5,7.5,7.5,,,,25.7,25.33,26.03,24.71,,,,10.15,10.18,9.92,9.47,,,,11.39,10.17,9.92,9.45,,,,8.0,0.76,0.6,0.47,,,,1.33,0.62,0.36,0.26,,,,0.0,1.0,0.0,1.5,,,,0.15,0.09,0.11,0.13,,,,36.4,36.4,35.96,35.67,,,,15.0,15.0,15.0,15.0,,,,13.44,13.46,13.98,14.21,,,,0.0,0.0,0.0,0.0,,,,25.0,25.0,25.0,25.0,,,,19.35,18.91,18.77,18.04,,,,4.03,0.49,0.43,0.81,,,,12.0,14.0,14.0,14.0,,,,5.97,8.92,7.45,5.6,,,
IR-E-C-42227,Dr. D. Y. Patil Institute of Technology,,,,196.0,172.0,193.0,,,,,,,31.15,33.98,34.1,,,,,,,49.69,53.67,53.48,,,,,,,1.66,0.46,1.5,,,,,,,53.63,60.1,59.7,,,,,,,48.5,51.72,51.98,,,,,,,1.63,5.55,4.63,,,,,,11.43,13.0,,,,,,25.32,24.72,,,,,,10.49,9.82,,,,,,6.43,5.94,,,,,,0.17,0.17,,,,,,0.17,0.24,,,,,,0.0,1.0,,,,,,0.12,0.08,,,,,,30.56,30.46,,,,,,14.72,14.32,,,,,,12.89,12.62,,,,,,1.94,2.31,,,,,,3.88,5.31,,,,,,0.26,24.83,,,,,,1.72,1.84,,,,,,20.0,20.0,,,,,,5.55,4.63,,,
IR-E-C-42242,Maharshi Karve Stree Shikshan Samstha's Cummins College of Engineering for Women,,,188.0,173.0,,,,,,,,30.75,32.23,,,,,,,,50.06,50.8,,,,,,,,0.98,2.95,,,,,,,,51.37,52.51,,,,,,,,48.91,53.89,,,,,,,,2.81,2.16,,,,,,,9.0,,,,,,,22.53,,,,,,,10.07,,,,,,,8.46,,,,,,,0.4,,,,,,,0.49,,,,,,,0.0,,,,,,,0.08,,,,,,,24.04,,,,,,,15.0,,,,,,,12.33,,,,,,,0.0,,,,,,,2.42,,,,,,,30.0,,,,,,,1.49,,,,,,,15.0,,,,,,,2.81,,,,,
IR-E-C-43264,"National Institute of Advanced Manufacturing Technology, Ranchi",,,,148.0,115.0,150.0,,,,,,,33.57,37.35,36.77,,,,,,,54.46,67.07,67.53,,,,,,,2.27,4.72,4.93,,,,,,,58.68,53.71,49.21,,,,,,,41.41,45.16,49.31,,,,,,,6.65,5.55,2.64,,,,,,4.43,5.28,,,,,,29.64,29.17,,,,,,17.22,17.15,,,,,,15.78,15.93,,,,,,1.75,1.76,,,,,,2.68,2.87,,,,,,0.0,0.0,,,,,,0.29,0.3,,,,,,27.63,25.53,,,,,,12.89,11.39,,,,,,11.78,11.2,,,,,,14.0,1.1,,,,,,14.52,18.3,,,,,,8.22,8.06,,,,,,2.42,2.95,,,,,,20.0,20.0,,,,,,5.55,2.64,,,
IR-E-C-43708,"College of Engineering, Trivandrum",93.0,75,71.0,85.0,95.0,110.0,,,,36.8,38.29,39.42,38.68,39.4,39.24,,,,49.73,54.94,59.95,59.37,63.85,60.64,,,,9.47,11.61,8.9,10.39,10.25,12.79,,,,55.11,60.08,60.96,55.58,53.4,54.11,,,,62.08,46.18,49.4,49.98,50.16,52.55,,,,18.11,16.93,16.27,16.31,14.83,11.37,,,,11.0,12.5,11.5,12.5,,,,25.47,22.3,30.0,27.15,,,,9.82,11.43,12.57,11.93,,,,8.65,12.23,9.78,9.06,,,,5.52,14.25,5.09,6.02,,,,4.83,28.96,4.3,5.39,,,,0.5,1.5,0.0,0.5,,,,0.77,1.46,0.86,0.88,,,,30.18,31.5,24.91,25.81,,,,14.79,15.0,15.0,15.0,,,,13.46,16.19,11.94,12.0,,,,1.66,1.49,1.55,1.3,,,,0.56,3.15,0.58,0.55,,,,22.84,24.19,25.73,26.25,,,,2.77,0.9445,3.85,5.75,,,,20.0,20.0,20.0,20.0,,,,16.93,25.77,14.83,11.37,,,
IR-E-C-45375,"National Institute of Food Technology, Entrepreneurship and Management - Thanjavur (NIFTEM - Thanjavur)",,,,74.0,81.0,86.0,,,,,,,40.24,41.13,41.06,,,,,,,70.18,71.85,71.86,,,,,,,5.41,7.98,14.18,,,,,,,53.5,52.14,46.47,,,,,,,58.94,57.56,56.98,,,,,,,9.84,9.87,2.64,,,,,,5.02,4.97,,,,,,30.0,30.0,,,,,,17.64,17.4,,,,,,19.18,19.48,,,,,,1.35,3.37,,,,,,3.07,6.57,,,,,,0.0,0.5,,,,,,3.56,3.74,,,,,,28.5,23.52,,,,,,14.86,13.41,,,,,,8.31,8.72,,,,,,0.47,0.82,,,,,,7.65,7.71,,,,,,27.78,26.84,,,,,,2.13,2.43,,,,,,20.0,20.0,,,,,,9.87,2.64,,,
IR-E-C-46111,KIET Group of Institutions,,,,,176.0,187.0,,,,,,,,33.85,34.73,,,,,,,,57.83,53.34,,,,,,,,4.54,9.39,,,,,,,,53.35,55.11,,,,,,,,44.67,46.29,,,,,,,,0.0,2.64,,,,,,11.89,13.5,,,,,,26.52,22.47,,,,,,12.34,11.06,,,,,,7.09,6.3,,,,,,1.38,1.95,,,,,,1.82,3.18,,,,,,1.0,4.0,,,,,,0.34,0.26,,,,,,27.6,29.48,,,,,,15.0,15.0,,,,,,10.66,10.56,,,,,,0.08,0.08,,,,,,1.35,2.7,,,,,,20.69,20.84,,,,,,2.63,2.75,,,,,,20.0,20.0,,,,,,0.0,2.64,,,
IR-E-C-46239,G. L. Bajaj Institute of Technology and Management,,,,,194.0,195.0,,,,,,,,32.55,33.95,,,,,,,,57.13,54.49,,,,,,,,3.72,10.21,,,,,,,,47.78,47.98,,,,,,,,47.32,47.79,,,,,,,,0.0,1.6,,,,,,11.08,10.91,,,,,,27.83,26.04,,,,,,12.16,12.02,,,,,,6.06,5.51,,,,,,1.05,2.56,,,,,,1.46,4.48,,,,,,1.0,3.0,,,,,,0.21,0.17,,,,,,22.47,22.89,,,,,,15.0,15.0,,,,,,10.3,10.09,,,,,,0.0,0.0,,,,,,6.05,5.9,,,,,,19.56,19.63,,,,,,1.71,2.26,,,,,,20.0,20.0,,,,,,0.0,1.6,,,
IR-E-C-48145,BVRIT Hyderabad,,,147.0,199.0,,,,,,,,32.36,31.1,,,,,,,,52.34,49.16,,,,,,,,0.46,0.46,,,,,,,,54.81,53.74,,,,,,,,53.61,52.98,,,,,,,,2.02,1.63,,,,,,,7.5,,,,,,,28.33,,,,,,,10.17,,,,,,,6.34,,,,,,,0.1,,,,,,,0.11,,,,,,,0.0,,,,,,,0.25,,,,,,,28.98,,,,,,,15.0,,,,,,,10.82,,,,,,,0.0,,,,,,,4.18,,,,,,,30.0,,,,,,,1.43,,,,,,,18.0,,,,,,,2.02,,,,,
IR-E-C-49660,Pimpri Chinchwad College of Engineering,,,192.0,197.0,,,,,,,,30.52,31.13,,,,,,,,49.29,46.11,,,,,,,,3.63,7.36,,,,,,,,48.9,50.73,,,,,,,,48.56,48.76,,,,,,,,0.0,0.55,,,,,,,11.0,,,,,,,22.24,,,,,,,8.53,,,,,,,7.52,,,,,,,2.31,,,,,,,1.25,,,,,,,0.0,,,,,,,0.08,,,,,,,23.33,,,,,,,15.0,,,,,,,10.57,,,,,,,0.0,,,,,,,0.72,,,,,,,26.18,,,,,,,1.66,,,,,,,20.0,,,,,,,0.0,,,,,
IR-E-C-50605,PSG Institute of Technology and Applied Research,,,,,131.0,124.0,,,,,,,,36.41,38.04,,,,,,,,60.8,61.19,,,,,,,,2.1,6.18,,,,,,,,55.86,54.07,,,,,,,,49.86,49.89,,,,,,,,13.78,20.29,,,,,,7.5,7.5,,,,,,30.0,30.0,,,,,,15.47,15.95,,,,,,7.83,7.74,,,,,,0.6,1.47,,,,,,1.36,3.55,,,,,,0.0,1.0,,,,,,0.14,0.15,,,,,,28.51,26.86,,,,,,15.0,15.0,,,,,,12.35,12.21,,,,,,0.0,0.0,,,,,,1.18,1.16,,,,,,25.49,24.91,,,,,,3.19,3.81,,,,,,20.0,20.0,,,,,,13.78,20.29,,,
IR-E-C-6192,Institute of Engineering & Management,,,101.0,191.0,169.0,,,,,,,35.79,31.33,34.09,,,,,,,51.11,43.74,50.66,,,,,,,10.95,7.8,9.34,,,,,,,55.18,51.73,44.8,,,,,,,58.6,52.96,67.09,,,,,,,2.81,2.16,4.23,,,,,,10.5,9.0,,,,,,22.74,22.26,,,,,,9.38,9.76,,,,,,8.5,9.64,,,,,,6.02,4.29,,,,,,4.63,4.86,,,,,,0.0,0.0,,,,,,0.3,0.19,,,,,,29.02,19.67,,,,,,15.0,15.0,,,,,,11.16,10.12,,,,,,0.0,0.0,,,,,,15.2,17.38,,,,,,20.59,25.43,,,,,,2.81,4.28,,,,,,20.0,20.0,,,,,,2.81,4.23,,,,
IR-E-C-6202,Heritage Institute of Technology,,,150.0,154.0,,,,,,,,32.26,33.27,,,,,,,,49.97,52.26,,,,,,,,4.92,4.9,,,,,,,,51.58,50.4,,,,,,,,51.91,54.15,,,,,,,,2.81,6.18,,,,,,,12.0,,,,,,,20.84,,,,,,,10.14,,,,,,,6.99,,,,,,,2.53,,,,,,,2.35,,,,,,,0.0,,,,,,,0.04,,,,,,,25.17,,,,,,,15.0,,,,,,,11.41,,,,,,,0.0,,,,,,,10.06,,,,,,,21.21,,,,,,,0.65,,,,,,,20.0,,,,,,,2.81,,,,,
IR-E-C-6238,Haldia Institute of Technology,,,174.0,163.0,,,,,,,,31.36,32.83,,,,,,,,47.03,49.15,,,,,,,,6.55,6.8,,,,,,,,48.02,50.2,,,,,,,,54.42,55.8,,,,,,,,2.41,4.22,,,,,,,11.97,,,,,,,20.61,,,,,,,8.83,,,,,,,5.62,,,,,,,2.08,,,,,,,3.88,,,,,,,0.5,,,,,,,9.0,,,,,,,22.82,,,,,,,15.0,,,,,,,9.9,,,,,,,0.3,,,,,,,14.74,,,,,,,15.82,,,,,,,3.86,,,,,,,20.0,,,,,,,2.41,,,,,
IR-E-C-6257,Narula Institute of Technology,,,160.0,,,,,,,,,32.01,,,,,,,,,54.1,,,,,,,,,1.58,,,,,,,,,46.37,,,,,,,,,59.95,,,,,,,,,0.41,,,,,,,,9.0,,,,,,,30.0,,,,,,,9.48,,,,,,,5.62,,,,,,,0.73,,,,,,,0.34,,,,,,,0.0,,,,,,,0.5,,,,,,,19.44,,,,,,,15.0,,,,,,,11.93,,,,,,,0.0,,,,,,,10.13,,,,,,,26.95,,,,,,,2.87,,,,,,,20.0,,,,,,,0.41,,,,,
IR-E-C-6379,Netaji Subhas University of Technology (NSUT),,,,76.0,88.0,79.0,60.0,57.0,70.0,,,,39.97,40.22,42.14,49.68,51.52,50.43,,,,49.6,47.14,52.77,68.96,71.65,68.09,,,,22.68,22.25,19.49,23.44,25.79,27.14,,,,62.41,65.82,68.51,75.55,74.93,73.77,,,,44.55,44.23,44.45,46.27,49.75,51.97,,,,13.6,18.32,23.2,22.25,23.16,19.08,,,13.48,15.09,16.21,15.04,15.48,,,16.44,18.54,28.53,29.13,26.44,,,8.02,10.42,15.35,15.34,14.08,,,9.2,8.72,8.87,12.13,12.09,,,9.98,8.05,9.14,10.92,11.41,,,12.2,11.09,12.42,13.53,14.82,,,0.0,0.0,1.5,1.0,0.5,,,0.07,0.35,0.39,0.35,0.41,,,28.29,30.98,34.73,33.87,32.78,,,15.0,15.0,15.0,15.0,15.0,,,19.29,18.86,18.8,18.85,19.26,,,3.25,3.67,7.03,7.22,6.73,,,5.25,5.1,5.24,9.57,8.98,,,18.76,18.11,18.66,19.21,19.65,,,0.22,1.23,2.36,0.98,3.34,,,20.0,20.0,20.0,20.0,20.0,,,18.32,23.2,22.25,23.16,19.08
IR-E-C-6528,Dr. B. R. Ambedkar Institute of Technology,,,198.0,,,,,,,,,30.35,,,,,,,,,63.62,,,,,,,,,0.17,,,,,,,,,36.0,,,,,,,,,35.76,,,,,,,,,4.33,,,,,,,,4.5,,,,,,,30.0,,,,,,,12.86,,,,,,,16.26,,,,,,,0.01,,,,,,,0.0,,,,,,,0.0,,,,,,,0.16,,,,,,,19.68,,,,,,,9.83,,,,,,,6.49,,,,,,,0.0,,,,,,,0.0,,,,,,,30.0,,,,,,,0.76,,,,,,,5.0,,,,,,,4.33,,,,,
IR-E-C-6581,Pondicherry Engineering College,38.0,53,76.0,122.0,144.0,150.0,,,,46.37,43.7,38.56,35.49,35.66,36.77,,,,66.45,62.07,59.92,55.46,50.19,46.38,,,,20.44,19.84,18.37,15.73,14.63,15.51,,,,69.4,65.32,46.02,43.96,56.41,59.49,,,,61.68,42.72,44.74,40.61,34.53,54.2,,,,2.54,17.99,13.96,12.79,14.83,8.8,,,,10.85,10.96,9.68,9.53,,,,25.94,25.02,20.08,18.03,,,,13.45,13.28,11.25,10.4,,,,11.84,10.66,9.18,8.42,,,,11.78,10.2,7.14,6.68,,,,7.46,7.33,6.23,6.59,,,,0.0,0.0,0.0,0.5,,,,0.61,0.84,1.27,1.74,,,,33.21,16.65,28.07,30.72,,,,14.83,14.01,12.73,13.36,,,,13.25,11.39,11.72,11.79,,,,4.02,3.97,3.88,3.62,,,,3.2,3.18,3.36,3.55,,,,26.54,26.64,23.17,22.78,,,,0.98,6.92,0.0,7.87,,,,12.0,8.0,8.0,20.0,,,,17.99,13.96,14.83,8.8,,,
IR-E-C-7252,Manipal Institute of Technology,43.0,39,43.0,45.0,51.0,55.0,61.0,56.0,59.0,45.38,46.66,47.31,49.06,48.17,48.33,49.62,52.12,52.55,70.66,68.57,68.43,70.32,70.14,67.36,65.74,67.6,68.27,11.94,18.47,20.68,24.86,28.99,33.36,35.65,37.45,41.71,59.32,56.93,53.91,54.6,50.15,49.48,54.01,57.59,60.77,63.31,63.21,62.59,62.23,62.03,62.47,62.25,60.23,58.59,24.06,28.4,35.31,33.57,21.98,19.61,21.78,30.56,15.5,14.5,14.5,15.5,15.5,16.34,15.12,15.89,28.41,29.25,29.87,28.86,27.77,27.16,26.6,12.86,13.69,14.82,14.03,13.86,14.39,15.02,12.8,10.98,9.96,8.97,7.77,10.92,10.76,6.13,8.3,13.26,14.48,14.76,16.35,17.03,9.62,8.79,13.92,16.65,18.76,19.98,20.39,2.5,3.0,1.5,2.0,2.0,1.0,4.0,0.22,0.6,0.32,0.23,0.13,0.12,0.28,25.8,23.02,18.25,17.42,21.84,24.46,27.19,15.0,15.0,15.0,15.0,15.0,15.0,14.71,14.65,14.33,14.1,13.7,13.34,13.33,13.75,1.48,7.0,2.8,3.37,3.83,4.79,5.13,20.44,20.26,19.16,19.19,19.03,18.02,16.49,21.1,21.06,21.43,21.73,21.71,21.07,21.39,1.67,1.27,1.44,1.56,1.51,1.14,0.7,20.0,20.0,20.0,20.0,20.0,20.0,20.0,28.4,35.31,21.98,19.61,21.78,30.56,15.5
IR-E-C-8277,"Government Engineering College, Thrissur",,,,164.0,156.0,,,,,,,,32.81,34.91,,,,,,,,57.13,60.69,,,,,,,,2.86,3.88,,,,,,,,49.94,50.29,,,,,,,,45.99,51.95,,,,,,,,2.16,2.87,,,,,,,10.0,,,,,,,28.95,,,,,,,12.15,,,,,,,9.59,,,,,,,1.85,,,,,,,1.58,,,,,,,0.0,,,,,,,0.45,,,,,,,23.93,,,,,,,15.0,,,,,,,10.3,,,,,,,1.06,,,,,,,0.33,,,,,,,26.29,,,,,,,5.33,,,,,,,20.0,,,,,,,2.87,,,,
IR-E-C-9462,"School of Engineering, Cochin University of Science and Technology",,,116.0,178.0,,,,,,,,34.49,32.04,,,,,,,,49.45,50.08,,,,,,,,23.58,14.19,,,,,,,,37.28,38.55,,,,,,,,44.71,44.77,,,,,,,,6.51,5.69,,,,,,,9.5,,,,,,,22.95,,,,,,,10.76,,,,,,,6.24,,,,,,,13.77,,,,,,,9.44,,,,,,,0.0,,,,,,,0.37,,,,,,,14.7,,,,,,,11.23,,,,,,,11.05,,,,,,,0.3,,,,,,,6.59,,,,,,,21.1,,,,,,,2.02,,,,,,,15.0,,,,,,,6.51,,,,,
IR-E-I-1015,Vishwakarma Institute of Technology,,,,165.0,122.0,142.0,,,,,,,32.72,36.82,37.28,,,,,,,47.21,56.71,58.11,,,,,,,6.45,5.43,7.27,,,,,,,59.26,63.65,59.81,,,,,,,44.53,48.32,50.6,,,,,,,3.2,6.19,6.54,,,,,,14.5,14.5,,,,,,23.58,25.19,,,,,,10.07,10.49,,,,,,28.56,7.93,,,,,,1.16,1.26,,,,,,1.32,1.58,,,,,,2.5,4.0,,,,,,0.45,0.43,,,,,,34.97,32.34,,,,,,15.0,15.0,,,,,,12.55,11.57,,,,,,1.14,0.89,,,,,,4.3,4.83,,,,,,22.8,23.74,,,,,,1.22,2.02,,,,,,20.0,20.0,,,,,,6.19,6.54,,,
IR-E-I-1033,International Institute of Information Technology Bhubaneswar,,,,,190.0,,,,,,,,,32.73,,,,,,,,,42.3,,,,,,,,,12.58,,,,,,,,,54.47,,,,,,,,,49.64,,,,,,,,,4.23,,,,,,,7.49,,,,,,,16.1,,,,,,,9.26,,,,,,,9.45,,,,,,,6.08,,,,,,,5.98,,,,,,,0.0,,,,,,,0.53,,,,,,,28.28,,,,,,,15.0,,,,,,,10.42,,,,,,,0.77,,,,,,,12.18,,,,,,,17.02,,,,,,,0.44,,,,,,,20.0,,,,,,,4.23,,,,
IR-E-I-1074,Indian Institute of Technology Delhi,4.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,81.08,82.18,85.36,88.08,88.96,88.12,87.09,86.66,85.74,79.63,80.83,85.8,90.79,91.76,86.95,84.89,85.71,85.89,89.47,89.35,96.18,96.15,95.82,96.0,94.74,92.2,93.47,77.45,81.47,80.32,80.36,80.97,83.43,85.0,84.52,81.67,71.41,59.72,56.19,64.81,66.39,68.56,67.92,65.39,62.01,77.24,88.6,90.85,94.46,98.63,96.92,94.07,98.53,93.97,17.21,17.18,18.5,18.5,18.43,18.5,16.45,24.37,27.96,29.39,26.54,26.2,23.18,25.04,15.81,17.51,18.48,17.31,17.05,15.61,16.68,23.44,23.15,25.39,24.59,23.21,28.41,27.72,34.71,35.0,35.0,34.5,34.09,35.0,35.0,38.69,39.84,39.43,39.78,38.72,37.63,36.46,9.0,12.0,13.0,15.0,15.0,13.0,13.0,6.95,9.35,8.39,6.73,6.94,6.56,9.01,20.54,27.05,29.53,32.14,33.59,33.05,30.94,13.51,13.66,13.15,13.6,13.5,13.06,11.93,22.33,21.53,21.65,21.57,21.18,20.93,20.91,17.1,18.08,16.64,16.11,16.73,17.49,17.89,22.03,21.99,24.21,23.7,22.94,24.05,20.04,13.15,13.87,18.19,16.91,16.65,14.07,14.71,4.54,2.33,3.99,7.95,8.33,7.27,7.25,20.0,18.0,20.0,20.0,20.0,20.0,20.0,88.6,90.85,98.63,96.92,94.07,98.53,93.97
